delta_G,repeat,average_cost,num_iters,time
166.67333333333335,2.0,489.360357345117,54.791666666666664,36.41937708854675
166.67333333333335,3.0,489.26779638099134,53.864583333333336,36.25674295425415
166.67333333333335,4.0,489.4007222882502,54.708333333333336,35.31327795982361
166.67333333333335,5.0,489.3035524653304,54.625,34.00540518760681
166.67333333333335,6.0,489.34409273912195,54.135416666666664,35.534773111343384
166.67333333333335,7.0,493.6286079327145,57.729166666666664,35.51892113685608
166.67333333333335,8.0,409.7759814207767,51.239583333333336,34.20803904533386
166.67333333333335,9.0,410.07093185909997,53.125,33.96544694900513
166.67333333333335,10.0,494.07673413435595,65.66666666666667,36.475016832351685
171.72373737373738,1.0,489.13676405680417,56.416666666666664,36.1950900554657
171.72373737373738,2.0,489.90427322839,62.770833333333336,39.770270109176636
171.72373737373738,3.0,490.01513160238994,61.395833333333336,40.11716985702515
171.72373737373738,4.0,409.8544783445489,45.354166666666664,32.38334512710571
171.72373737373738,5.0,494.6295238375754,68.96875,36.612671852111816
171.72373737373738,6.0,493.4986968896278,56.708333333333336,35.078022956848145
171.72373737373738,7.0,488.982041942725,50.916666666666664,35.43596792221069
171.72373737373738,8.0,495.0428366026008,71.47916666666667,39.386521100997925
171.72373737373738,9.0,411.0477405197851,58.520833333333336,37.87741494178772
171.72373737373738,10.0,489.32243521091124,53.802083333333336,37.509339809417725
176.7741414141414,1.0,409.7410150973001,49.104166666666664,35.76769709587097
176.7741414141414,2.0,494.7158826108751,71.27083333333333,39.79282212257385
176.7741414141414,3.0,489.2820240008712,52.302083333333336,36.800570011138916
176.7741414141414,4.0,489.27325071100086,52.5625,37.4452428817749
176.7741414141414,5.0,490.3306083715769,57.020833333333336,37.75963282585144
176.7741414141414,6.0,489.46213735499896,57.489583333333336,40.170774936676025
176.7741414141414,7.0,484.55019694763433,35.989583333333336,29.707051038742065
176.7741414141414,8.0,489.1398573498598,51.125,31.122518062591553
176.7741414141414,9.0,494.9199884541592,66.84375,35.25591707229614
176.7741414141414,10.0,489.8815685222929,66.9375,42.29907512664795
181.82454545454544,1.0,493.7190677096639,63.854166666666664,39.07294201850891
181.82454545454544,2.0,493.51863294207016,62.65625,38.04996681213379
181.82454545454544,3.0,414.80669702192426,47.635416666666664,32.84576201438904
181.82454545454544,4.0,494.58171562090445,62.739583333333336,34.290459871292114
181.82454545454544,5.0,489.946225867255,62.708333333333336,38.57932901382446
181.82454545454544,6.0,489.4254873245733,57.895833333333336,37.996840953826904
181.82454545454544,7.0,409.9065438669853,52.875,36.74488186836243
181.82454545454544,8.0,490.0986437664357,65.84375,43.266984939575195
181.82454545454544,9.0,489.18095821315353,54.927083333333336,38.82777500152588
181.82454545454544,10.0,489.2720638042048,59.916666666666664,42.31368684768677
186.8749494949495,1.0,494.568970707072,69.04166666666667,39.63760590553284
186.8749494949495,2.0,492.0849692488997,61.84375,43.07802104949951
186.8749494949495,3.0,493.64832667519687,59.4375,37.99472403526306
186.8749494949495,4.0,493.9008398020166,64.11458333333333,42.34724402427673
186.8749494949495,5.0,487.36089679074377,50.8125,35.79765701293945
186.8749494949495,6.0,409.7924441256935,46.28125,33.75207209587097
186.8749494949495,7.0,489.3604257289295,58.885416666666664,41.20774793624878
186.8749494949495,8.0,405.22413059192814,49.03125,38.22206711769104
186.8749494949495,9.0,485.4644881548523,56.708333333333336,38.75693488121033
186.8749494949495,10.0,489.4060248479589,54.583333333333336,40.06570100784302
191.92535353535354,1.0,493.8897529399096,61.46875,41.17992806434631
191.92535353535354,2.0,493.87624221456343,59.072916666666664,37.25211787223816
191.92535353535354,3.0,490.18452699132547,62.520833333333336,45.11927795410156
191.92535353535354,4.0,493.1300941880912,58.645833333333336,41.86882400512695
191.92535353535354,5.0,489.12676117724857,53.041666666666664,35.83505201339722
191.92535353535354,6.0,489.07692371374617,51.791666666666664,35.378690004348755
191.92535353535354,7.0,489.23406492002294,49.84375,33.646339893341064
191.92535353535354,8.0,489.9456412764956,63.0625,38.041483879089355
191.92535353535354,9.0,493.7529517267555,61.447916666666664,36.72700095176697
191.92535353535354,10.0,493.59501206385784,59.791666666666664,34.8522629737854
196.97575757575757,1.0,484.88725273622674,44.354166666666664,30.691506147384644
196.97575757575757,2.0,490.2390606829582,63.78125,36.373008012771606
196.97575757575757,3.0,484.61781350449127,47.385416666666664,31.6899151802063
196.97575757575757,4.0,494.9298252515744,71.40625,35.54762506484985
196.97575757575757,5.0,494.5232893644414,54.0625,34.81686496734619
196.97575757575757,6.0,493.7775353953281,62.5,37.87079691886902
196.97575757575757,7.0,495.0151536726538,66.4375,35.15869402885437
196.97575757575757,8.0,468.33904557417435,52.364583333333336,35.694900035858154
196.97575757575757,9.0,494.1573758958095,65.38541666666667,39.78053092956543
196.97575757575757,10.0,489.89421246588347,63.395833333333336,39.95139503479004
202.02616161616163,1.0,489.16143625045663,55.541666666666664,36.22114896774292
202.02616161616163,2.0,490.4874484583608,60.072916666666664,36.97858500480652
